id|crossing|finishing|heading_accuracy|short_passing|volleys|dribbling|curve|fk_accuracy|long_passing|ball_control|acceleration|sprint_speed|agility|reactions|balance|shot_power|jumping|stamina|strength|long_shots|aggression|interceptions|positioning|vision|penalties|composure|defensive_awareness|standing_tackle|sliding_tackle|gk_diving|gk_handling|gk_kicking|gk_positioning|gk_reflexes|traits
270507|50|38|63|68|40|57|48|43|60|65|64|65|56|65|56|58|66|67|50|40|63|55|33|49|53|52|57|67|64|7|14|10|12|8|
215211|63|33|63|60|21|58|45|50|58|54|62|55|58|59|51|42|60|79|82|29|59|60|45|56|39|55|61|64|62|7|7|9|13|9|Long Throw-in
234155|56|41|47|58|28|57|51|31|35|57|86|75|61|63|72|45|56|64|60|42|57|59|44|42|38|55|58|62|56|8|12|8|13|8|
257195|48|51|65|73|36|57|42|45|72|62|55|55|54|65|57|57|55|53|56|40|68|60|55|60|57|45|54|67|63|8|9|14|8|13|
263084|28|23|67|50|20|47|21|29|38|43|56|63|57|60|57|37|72|62|65|24|62|65|20|40|38|51|62|65|63|15|7|7|9|10|
271532|14|7|13|29|9|11|14|11|26|15|22|29|28|62|36|42|59|19|63|8|26|14|5|56|11|52|8|12|13|65|63|56|61|61|
234412|48|60|59|55|56|62|43|39|42|60|81|82|67|63|62|59|70|82|74|58|40|18|62|57|57|60|25|23|17|9|12|11|10|14|Chip Shot (AI)
244140|62|55|43|65|57|69|58|44|58|67|74|72|82|61|81|57|62|70|55|54|50|30|54|59|49|52|34|26|24|7|12|9|11|6|Technical Dribbler (AI)
254636|54|48|47|59|43|63|44|32|50|61|86|85|83|54|80|50|51|66|51|43|56|55|57|55|37|53|53|60|62|7|7|11|6|8|
266669|55|55|48|67|55|63|63|65|63|62|66|70|63|64|70|63|55|61|72|59|45|58|63|61|60|61|60|62|58|12|9|7|11|14|Playmaker (AI)
274093|58|35|49|60|36|65|39|41|54|61|64|67|68|62|58|34|70|64|63|31|57|63|50|45|41|52|59|64|61|11|5|14|13|5|
233645|58|59|37|58|49|63|59|46|51|62|80|81|62|58|65|59|57|51|65|55|44|27|60|61|49|57|30|28|38|11|5|10|14|6|Speed Dribbler (AI)
248749|55|64|61|63|62|63|52|52|58|65|74|72|67|60|80|61|82|72|81|54|60|56|64|63|53|63|50|56|55|7|13|13|14|9|
263854|56|35|43|56|28|62|33|26|55|65|83|86|78|58|72|43|66|76|53|34|49|50|44|50|40|52|50|60|58|10|10|13|10|9|Speed Dribbler (AI)
266158|54|65|53|57|56|68|55|48|46|63|69|75|72|58|52|70|46|49|49|59|44|24|59|53|59|61|21|19|19|9|5|11|14|15|
271534|61|61|55|63|51|68|54|51|61|65|67|68|62|55|67|73|58|65|70|59|58|26|62|54|60|61|24|28|35|10|6|8|13|8|
221358|46|44|56|61|36|57|46|41|59|61|55|54|64|58|79|59|79|73|69|60|70|61|57|58|50|64|60|63|61|6|7|11|13|9|Injury Prone,Dives Into Tackles (AI),Long Shot Taker (AI)
232110|11|7|10|25|9|10|13|10|28|15|16|31|26|60|36|45|63|17|42|6|22|15|7|44|14|43|25|12|10|64|54|60|64|68|
240814|60|62|53|62|55|63|39|32|49|62|76|82|78|59|63|62|70|72|70|50|36|10|58|48|64|52|41|12|18|6|13|12|6|14|
265391|60|28|47|62|30|64|48|32|58|63|77|70|72|57|77|50|62|64|56|41|57|58|56|58|35|48|57|60|57|10|5|10|14|8|
201903|19|14|16|32|15|16|17|16|36|23|41|40|45|48|45|44|46|35|62|14|35|18|16|40|18|36|18|18|17|65|63|58|62|65|Rushes Out Of Goal,Cautious With Crosses
259503|11|7|14|21|6|6|10|12|23|17|28|15|29|60|45|45|62|19|46|8|25|8|6|21|13|36|5|14|10|63|60|60|62|63|
263344|39|33|56|62|30|56|41|28|58|61|49|57|45|59|54|38|68|68|73|25|59|64|27|58|42|64|65|64|60|9|11|8|11|11|
268464|33|70|72|52|54|63|48|38|35|61|54|56|63|55|52|66|64|65|68|58|46|18|64|44|63|57|26|23|20|7|9|15|10|14|Power Header
272304|52|28|64|60|21|48|50|28|61|53|74|70|48|49|61|40|80|60|77|31|67|57|28|40|37|53|60|63|60|14|14|14|7|9|
230064|36|32|72|58|30|40|34|31|56|45|55|55|53|57|69|40|85|78|70|31|55|62|31|42|35|57|62|64|63|8|15|8|10|10|Giant Throw-in
172208|61|55|56|71|60|61|66|60|67|62|64|57|63|64|64|67|71|78|73|60|46|46|65|60|64|65|39|50|50|12|10|14|6|13|Long Shot Taker (AI),Playmaker (AI),Chip Shot (AI)
251312|56|27|50|56|25|58|45|40|49|57|71|70|59|57|43|39|60|82|68|36|44|56|48|52|44|54|57|58|56|6|12|11|11|11|
199601|62|50|65|62|52|65|71|69|60|63|59|43|59|63|61|80|83|58|74|74|72|61|64|49|66|67|63|63|59|9|11|8|11|7|Power Free-Kick,Long Passer (AI),Long Shot Taker (AI)
160177|61|40|47|68|41|61|60|51|61|61|79|77|80|68|86|55|66|65|45|42|62|58|48|56|53|66|60|52|52|8|9|9|7|13|
181681|66|54|62|64|56|55|69|61|63|58|33|33|51|61|65|68|74|55|69|60|67|59|57|61|64|66|63|65|64|12|14|8|9|8|Injury Prone,Team Player
193713|51|54|55|63|42|60|62|56|66|58|75|71|76|58|77|58|54|90|62|66|67|62|55|63|56|60|58|64|57|16|14|6|12|13|Long Shot Taker (AI)
269490|10|8|12|22|9|15|12|12|21|17|26|21|36|62|23|44|31|17|69|10|24|13|6|22|15|34|10|12|13|67|59|58|57|65|
270002|58|61|48|63|59|63|68|53|58|64|73|71|55|60|78|60|59|73|61|62|61|50|61|64|52|47|51|55|52|7|8|12|7|11|
273842|41|42|54|61|44|55|49|40|59|60|67|69|71|65|69|55|61|69|54|41|72|65|63|57|46|60|56|63|60|6|14|6|12|10|
234162|49|39|53|68|33|58|41|59|63|66|64|64|66|59|77|43|59|90|69|44|61|58|54|64|43|61|55|61|57|7|13|10|7|12|Playmaker (AI)
268979|14|6|13|23|8|14|13|12|18|10|38|45|40|60|48|41|61|28|63|7|22|8|6|32|16|37|8|12|14|61|60|54|65|63|
159923|65|52|62|64|54|63|62|40|67|50|63|69|45|61|69|64|78|64|60|50|68|57|58|56|63|61|59|60|58|15|8|10|7|19|Long Throw-in
244403|61|63|65|58|49|68|47|42|49|66|67|63|74|57|73|62|68|58|55|58|46|25|62|55|66|55|17|19|20|8|6|6|8|11|
259763|45|30|63|67|47|47|44|34|63|57|54|54|53|61|62|62|58|60|74|33|58|62|35|39|37|57|62|64|60|6|11|10|12|12|
269748|61|62|40|59|61|66|59|56|49|64|77|80|74|45|80|62|42|59|56|59|35|48|57|55|60|49|41|24|28|6|6|10|14|12|
209332|16|13|10|21|15|13|19|19|20|24|44|35|50|63|54|46|62|38|64|18|34|16|13|60|24|61|14|10|12|64|59|61|63|64|Cautious With Crosses
213428|16|18|19|34|20|16|20|14|30|24|48|44|54|59|34|47|61|33|76|16|34|24|15|50|25|47|10|16|18|64|62|63|62|62|Saves with Feet
230068|57|27|50|55|37|62|47|30|44|63|74|72|72|54|70|51|65|68|65|25|56|56|50|43|32|50|59|61|62|14|14|13|10|6|
239540|24|33|62|57|33|55|28|25|47|53|40|60|33|60|35|28|73|67|75|29|58|60|38|37|19|55|62|65|64|6|9|13|15|8|
270005|36|45|65|60|39|49|37|34|61|56|63|66|62|57|64|61|85|82|78|46|74|60|52|49|44|62|62|63|62|14|13|11|5|7|
270517|47|55|48|60|54|74|52|53|55|69|82|72|78|59|88|53|49|47|79|57|46|39|47|55|54|49|35|38|34|14|14|7|11|8|Flair,Outside Foot Shot,Technical Dribbler (AI)
160181|14|12|18|21|7|14|15|11|20|20|37|41|44|60|49|47|60|31|72|20|44|10|10|60|26|58|16|8|12|63|62|63|62|63|
262838|58|65|66|64|46|61|33|39|40|62|54|72|52|50|41|66|63|69|79|55|49|24|59|60|53|43|24|20|19|13|7|14|8|13|
202422|58|52|62|63|45|61|55|42|61|60|63|55|78|62|80|58|79|82|58|56|65|62|53|57|51|66|60|61|59|8|8|8|13|13|Solid Player,Long Shot Taker (AI)
270518|66|53|58|56|30|62|41|36|46|57|73|73|60|53|64|36|59|61|60|30|61|65|57|58|39|50|54|62|60|11|11|8|8|10|
262839|63|60|35|67|62|63|66|62|63|62|71|66|70|60|71|65|61|55|65|69|55|35|55|64|55|62|38|37|44|10|15|12|12|10|Injury Prone
264631|52|61|38|56|46|65|43|44|47|63|78|84|70|59|75|65|51|64|65|58|39|28|60|52|53|58|24|21|27|7|10|11|12|11|Speed Dribbler (AI)
270007|55|61|47|59|55|60|49|48|56|58|79|84|62|66|59|63|51|69|66|57|66|42|57|56|53|54|45|42|36|10|11|11|5|14|
271543|52|48|42|65|39|65|54|42|64|68|71|68|69|59|75|51|52|58|43|52|51|31|61|64|44|59|33|37|34|13|11|10|14|8|Speed Dribbler (AI)
230839|55|34|62|57|23|55|49|34|56|54|74|71|63|59|52|47|60|70|80|34|65|62|52|53|38|58|62|63|61|12|15|5|10|11|
240055|57|42|52|53|48|67|49|45|48|60|82|84|86|60|82|52|73|70|46|45|66|54|58|53|45|44|56|58|59|15|8|9|11|11|
192439|54|57|68|64|29|62|40|49|63|63|46|49|66|61|55|66|85|79|75|58|88|64|63|58|50|65|64|64|62|7|10|12|7|16|Injury Prone,Dives Into Tackles (AI),Leadership,Team Player
273080|38|63|64|59|53|59|54|47|41|60|73|77|67|57|63|68|68|59|61|61|45|15|66|56|61|55|20|14|15|14|7|6|14|13|
229816|35|65|59|57|41|52|51|35|46|62|70|70|58|61|59|70|69|68|90|60|50|33|57|45|49|53|44|25|29|9|13|8|7|13|Finesse Shot
244920|60|52|33|58|41|56|42|30|53|57|72|74|64|59|66|50|55|84|66|30|57|59|61|54|53|60|51|61|59|6|12|12|6|10|
245176|12|9|11|27|5|8|10|12|18|17|36|40|22|45|32|46|42|17|58|6|28|11|5|22|11|37|7|11|14|65|65|61|63|64|Rushes Out Of Goal,Comes For Crosses
256184|45|60|44|65|45|65|61|55|61|67|62|64|55|61|73|55|60|70|58|60|60|55|65|61|57|55|65|63|61|12|7|10|7|12|
261304|55|52|54|62|50|66|56|34|55|65|76|74|78|60|75|62|66|68|56|48|65|55|60|56|48|58|52|58|56|5|14|12|7|13|Technical Dribbler (AI)
262072|56|43|58|66|31|61|41|42|63|61|58|61|65|62|64|51|51|62|60|44|68|60|48|62|41|64|58|60|59|14|10|8|14|13|
265401|61|54|50|71|47|61|60|62|63|69|72|65|69|59|81|62|56|61|53|49|55|58|62|59|52|53|56|62|59|8|7|8|10|10|
266169|60|59|45|58|52|66|60|57|50|66|76|70|59|54|72|70|51|62|81|57|56|28|62|62|56|62|30|28|26|12|11|12|13|11|Speed Dribbler (AI)
191673|66|59|49|66|61|61|67|67|65|65|39|39|60|67|69|69|61|31|59|65|59|65|64|69|53|63|66|55|52|8|11|13|10|15|Leadership,Long Shot Taker (AI),Playmaker (AI),Team Player
258489|62|60|34|59|42|64|62|54|50|65|74|70|67|59|66|62|52|62|50|55|42|23|56|52|54|58|22|29|24|14|12|9|11|11|
273594|50|48|59|70|48|60|43|46|68|60|69|70|57|64|59|65|58|71|70|46|66|62|58|61|52|49|56|59|62|9|14|10|6|14|
256442|55|54|50|62|44|68|47|47|59|63|74|74|84|65|83|55|76|81|55|50|83|64|63|63|50|64|64|65|63|13|13|14|9|12|Flair
271291|45|72|60|58|65|55|49|36|45|56|68|55|57|62|60|65|63|51|72|61|29|16|65|60|70|58|20|15|23|12|5|10|11|15|
272827|61|51|49|62|60|66|59|43|58|67|75|70|73|58|68|63|47|60|42|50|40|22|59|65|58|64|28|31|34|13|12|11|7|11|Technical Dribbler (AI)
243643|62|58|47|66|57|63|64|62|64|64|66|62|64|60|60|60|50|68|47|62|50|53|62|65|54|59|55|44|41|6|13|10|14|14|Early Crosser,Flair,Playmaker (AI),Technical Dribbler (AI)
258491|62|50|44|50|32|67|50|30|48|64|85|86|75|52|78|69|57|66|64|40|59|55|54|52|44|44|55|57|54|6|12|5|12|14|
264380|68|41|59|57|36|57|59|37|48|58|66|68|54|57|54|50|71|65|75|38|63|57|51|52|42|49|59|64|61|10|9|12|6|12|
273084|48|67|49|52|59|64|46|42|47|67|82|74|85|55|86|68|49|53|38|63|36|22|55|57|60|53|27|33|27|10|7|9|13|15|
209852|55|30|62|59|32|57|36|34|55|60|68|70|63|61|58|46|72|54|72|39|62|61|53|52|42|58|63|63|63|6|14|9|8|8|Injury Prone
237500|61|25|42|55|23|54|49|26|36|62|68|78|75|54|79|33|76|67|34|42|56|59|37|36|28|43|60|63|59|8|10|14|15|5|
221373|44|64|66|62|55|61|57|67|56|58|68|69|65|59|58|67|81|64|74|59|86|36|61|44|58|55|33|28|35|7|7|10|10|7|
266174|56|27|44|58|36|56|35|39|52|60|68|69|62|64|68|42|65|71|64|25|68|58|43|43|37|55|58|62|62|12|13|15|10|11|Injury Prone,Leadership,Early Crosser,Team Player
270014|58|61|57|67|55|64|58|60|63|63|71|72|73|61|64|61|56|68|57|58|55|33|59|59|59|57|37|52|49|9|7|14|13|12|Technical Dribbler (AI)
240062|61|46|54|61|27|59|47|33|41|59|71|76|76|58|62|61|70|61|69|22|68|61|49|57|36|59|60|61|57|11|7|11|6|12|
248254|41|68|60|50|61|61|47|37|37|63|66|71|71|63|69|63|65|45|66|58|49|17|64|50|58|56|22|15|17|9|13|13|12|8|
262591|58|44|57|63|28|60|47|28|59|59|69|67|50|59|59|45|70|63|72|32|75|58|54|49|39|53|54|63|61|12|12|5|5|13|
159935|45|17|49|63|25|18|18|40|48|38|49|45|43|55|56|51|67|65|62|48|70|63|21|24|50|56|59|75|72|10|18|12|17|12|
228799|54|55|52|66|49|62|46|39|62|65|64|65|70|63|75|58|60|74|65|50|65|60|60|60|40|61|59|61|56|14|12|11|7|13|
254143|42|38|62|59|31|51|35|36|59|50|54|52|58|61|52|55|65|70|80|35|62|62|42|54|41|49|63|63|60|11|12|13|12|13|
157888|10|9|8|28|15|9|10|10|36|18|18|32|46|58|55|47|74|34|70|9|16|16|6|49|16|50|10|13|12|62|63|62|64|63|Rushes Out Of Goal,Saves with Feet
160192|52|49|60|70|45|57|56|59|64|66|69|61|63|63|68|49|52|44|54|67|60|38|53|70|42|54|22|74|59|9|10|9|14|15|
251072|57|60|51|60|47|62|59|62|60|62|72|71|78|60|81|67|62|65|61|60|62|30|62|66|52|55|34|33|36|14|8|14|15|8|
263105|61|33|59|54|32|62|39|37|46|61|70|73|60|51|69|35|59|71|52|30|59|56|51|41|46|46|59|61|61|8|13|10|9|14|
263361|37|55|52|70|37|61|43|36|59|64|70|71|62|64|71|46|65|70|57|48|58|58|66|62|38|60|44|59|57|7|15|8|15|7|
269249|46|20|63|58|21|32|27|21|51|51|62|86|42|53|46|47|70|76|83|20|64|62|26|41|36|49|60|62|59|13|7|14|8|5|
203969|62|49|58|63|47|63|44|46|61|62|65|67|73|50|60|61|66|85|77|43|62|51|54|53|49|52|55|63|61|16|6|13|9|7|Power Header
270529|15|10|10|24|11|9|16|15|25|15|20|31|30|54|50|48|64|27|71|12|27|15|8|41|14|37|20|14|13|65|60|64|60|67|Rushes Out Of Goal,Saves with Feet
212417|53|28|58|62|35|54|50|30|55|64|64|62|61|58|66|56|59|64|75|50|60|62|45|45|25|58|60|64|63|9|15|13|11|9|
254401|19|12|11|24|18|17|19|13|24|16|45|46|40|60|39|45|62|38|76|19|20|25|17|20|24|23|23|16|13|60|63|60|62|65|
271298|34|30|57|58|35|39|33|30|62|46|54|54|42|60|43|50|47|63|80|31|47|63|25|34|45|46|67|68|64|13|5|8|7|8|
160194|44|55|47|59|46|70|62|58|50|63|75|73|72|59|74|59|65|47|52|52|42|59|56|72|57|54|34|21|20|7|13|16|9|10|
233410|40|43|60|57|31|48|22|25|58|55|49|47|48|57|60|36|72|62|74|37|53|65|34|42|33|50|67|64|66|9|14|8|7|6|
238018|13|5|14|22|7|10|11|13|17|11|27|16|28|52|43|45|62|26|43|6|18|12|5|41|11|53|11|13|13|65|64|60|64|62|
254914|57|58|39|62|50|62|55|56|57|56|72|73|74|61|78|57|53|71|50|46|58|43|66|60|44|58|32|50|43|6|13|11|10|14|
264387|59|72|75|55|59|53|36|43|38|58|53|63|52|52|37|68|66|51|78|54|44|20|59|55|66|47|22|27|24|10|8|15|10|11|Injury Prone
255427|31|72|65|61|55|60|35|37|58|65|55|55|58|60|64|65|62|53|60|60|33|13|60|45|63|62|19|17|12|15|7|11|15|12|
269252|66|55|56|63|42|58|58|40|58|67|69|68|72|63|65|50|58|49|57|43|48|56|51|49|44|57|59|61|58|13|13|7|12|11|
271300|26|23|58|46|23|42|24|22|53|55|65|68|49|58|51|37|69|66|76|21|68|59|28|31|34|51|61|64|65|14|10|8|11|11|
248772|61|45|42|68|37|68|45|48|62|71|72|62|73|61|81|52|62|60|36|53|58|54|57|66|44|66|49|59|52|6|13|5|12|11|
262597|35|28|69|49|26|48|30|29|42|59|57|62|53|53|58|45|82|67|71|27|61|62|28|31|36|46|58|65|63|12|10|15|13|9|
263877|8|3|12|30|3|18|10|10|26|26|36|36|42|51|25|44|46|24|58|5|21|17|5|41|12|31|12|11|10|65|60|59|64|64|Saves with Feet
264389|28|21|68|57|21|41|18|24|52|56|33|38|35|55|34|48|33|70|80|25|67|63|21|48|31|51|61|63|61|10|11|13|7|11|
203461|58|48|61|63|66|60|51|52|59|64|69|66|76|63|68|67|75|70|69|65|60|60|55|63|56|62|53|66|64|12|14|9|14|8|
270021|25|18|64|58|29|44|28|28|52|60|64|66|57|61|56|40|80|70|80|24|58|58|20|27|32|59|60|64|58|8|8|11|6|11|Long Throw-in
222405|56|49|55|62|45|60|56|47|60|63|75|75|84|64|88|60|90|92|66|54|89|66|58|59|52|63|62|67|66|16|11|15|8|10|Solid Player,Dives Into Tackles (AI),Team Player
244677|61|31|47|70|36|55|66|31|72|62|54|50|72|55|87|64|50|66|48|54|60|58|50|67|36|66|64|59|52|7|7|9|14|15|Long Passer (AI)
262342|40|38|67|66|29|61|31|36|60|63|42|52|50|55|59|41|73|67|73|35|46|64|37|51|39|59|62|65|58|14|6|12|9|14|
200134|64|59|55|66|60|62|58|58|60|66|53|60|68|60|65|63|60|54|64|64|55|58|57|67|66|65|56|55|50|8|13|15|15|7|Injury Prone,Finesse Shot,Technical Dribbler (AI)
248774|50|60|57|63|44|56|48|51|60|60|68|73|54|58|55|63|73|91|75|49|66|61|57|62|54|63|62|62|59|9|8|15|13|12|
255174|64|55|53|63|53|68|61|57|57|64|72|70|71|55|81|55|47|49|55|55|45|24|53|62|56|48|29|50|49|9|13|11|15|12|Technical Dribbler (AI)
260294|48|32|67|59|30|46|29|42|56|58|66|63|49|56|47|56|73|76|81|30|66|54|22|31|40|55|56|66|61|15|12|13|10|7|Power Header
235207|49|29|68|59|31|45|29|27|42|54|65|75|51|63|42|44|47|73|77|21|58|62|27|29|41|46|64|62|60|10|12|15|9|7|
242119|61|53|31|60|42|68|46|54|41|66|79|81|77|48|72|62|44|62|50|50|32|26|59|58|48|55|17|27|26|12|10|8|14|12|Injury Prone,Long Shot Taker (AI)
251335|60|23|62|59|24|58|49|32|51|57|68|74|68|53|50|59|78|80|86|38|50|51|48|47|41|54|52|64|63|6|8|12|13|6|
259527|57|59|45|60|53|64|49|47|56|60|80|79|76|53|71|61|59|71|45|46|64|31|55|56|61|53|34|36|35|10|11|12|11|9|
263112|52|35|50|52|35|56|51|40|52|52|71|72|56|59|69|40|57|70|61|35|54|56|48|45|40|44|60|72|66|9|11|10|7|12|
172232|55|42|63|57|35|47|64|64|56|56|46|54|53|58|43|77|80|62|80|56|66|60|35|42|59|58|61|64|57|10|14|6|8|13|Power Free-Kick
259272|56|46|50|61|41|62|48|39|56|61|73|75|74|61|73|50|62|60|59|46|55|62|47|52|41|53|62|60|53|9|15|15|15|6|
273609|33|26|65|57|20|57|45|23|60|60|54|68|52|56|53|60|72|64|73|20|68|64|26|52|40|45|56|61|60|13|7|12|9|9|Long Passer (AI)
245705|59|59|49|68|59|65|59|52|62|60|68|71|61|58|70|62|45|57|50|54|45|39|59|60|57|59|39|47|49|7|8|8|11|13|Speed Dribbler (AI)
192457|13|16|15|17|16|14|13|13|26|13|49|46|34|63|42|43|69|38|64|14|24|23|15|35|21|40|18|12|14|62|66|57|60|60|
268746|54|58|48|64|52|60|45|35|60|61|70|75|67|55|59|66|51|73|70|47|70|44|64|63|55|66|36|35|34|13|12|10|11|14|
270282|58|34|52|56|22|59|46|37|52|58|71|73|65|58|70|49|70|70|60|40|59|59|51|46|45|51|59|62|60|8|8|5|8|12|
271562|61|59|52|65|62|64|68|69|64|65|63|61|62|59|59|70|36|58|62|61|40|33|59|62|63|63|32|34|29|10|14|13|5|9|
160202|60|33|50|63|36|45|53|43|60|64|40|40|65|66|79|54|69|77|60|34|62|65|41|35|42|62|65|70|66|12|13|9|11|16|
230858|12|20|14|22|11|11|13|11|19|24|47|45|34|57|48|42|54|37|62|20|24|21|14|12|25|49|13|14|16|68|59|56|58|65|
264139|46|45|55|65|45|61|50|44|64|63|66|64|62|62|67|58|61|72|56|53|62|59|57|64|50|57|57|63|58|6|10|8|8|5|
266699|29|24|63|36|28|34|27|27|34|33|63|55|43|61|76|34|71|67|75|16|62|64|22|35|39|61|62|67|66|11|14|9|7|6|
229067|17|19|9|26|12|11|18|18|19|21|33|39|38|54|40|45|54|23|57|14|19|8|5|29|16|22|17|9|8|65|59|60|63|64|
258507|56|30|53|55|28|57|34|34|35|52|78|79|65|56|69|26|62|69|62|33|54|57|38|39|43|45|56|64|63|5|9|8|12|9|
159948|49|18|52|54|23|20|15|43|43|37|44|42|45|59|65|52|65|68|64|47|65|65|23|26|47|57|64|68|75|15|15|16|12|12|
160204|52|23|47|56|33|25|43|42|54|58|52|59|50|64|44|38|56|60|71|35|32|73|43|53|44|56|67|72|76|13|9|14|7|15|
244172|10|6|8|23|7|7|9|8|23|14|33|34|30|41|29|47|40|37|65|6|26|20|7|42|12|35|13|9|10|64|64|63|63|66|
274638|32|70|66|50|60|57|34|30|40|58|62|63|55|57|54|64|66|58|75|65|27|12|58|45|55|44|11|12|11|10|13|9|8|11|
160207|64|70|51|65|62|63|56|45|53|68|65|58|70|60|73|71|70|61|64|65|60|70|60|59|67|72|28|59|62|7|16|13|7|9|
225999|52|47|53|63|44|56|56|42|57|62|64|76|62|61|72|62|63|88|64|59|56|60|52|56|43|62|61|62|59|8|11|8|8|12|
229327|51|51|59|63|50|56|48|42|60|61|53|51|63|59|72|66|59|71|65|56|67|61|59|59|52|61|59|63|61|12|6|8|8|14|
236239|14|9|14|27|8|12|12|10|25|23|34|28|31|50|41|42|65|26|48|9|25|12|4|33|11|42|21|13|14|68|58|56|60|71|
179663|64|57|56|62|44|61|45|53|61|62|57|55|67|63|68|61|66|70|65|56|49|63|58|62|53|63|62|60|59|14|14|14|13|16|Solid Player,Team Player
181967|68|68|57|31|57|62|62|39|30|66|62|74|72|67|80|69|62|64|56|51|57|23|69|65|56|66|45|26|29|12|7|9|8|13|Leadership,Speed Dribbler (AI)
215760|67|63|41|67|69|63|70|75|67|66|61|57|68|67|78|71|61|33|68|72|57|58|61|66|69|64|51|57|39|15|12|14|14|12|Long Shot Taker (AI)
247248|23|31|68|56|29|42|38|32|51|50|58|63|38|57|45|52|75|62|78|24|57|62|24|32|39|53|62|64|60|6|5|14|14|5|
252112|15|7|15|22|10|9|14|11|24|14|33|32|43|60|31|43|57|30|74|8|21|15|8|32|17|37|10|12|13|64|63|57|61|63|Comes For Crosses
271057|51|56|52|66|51|69|62|49|64|67|62|54|70|62|57|69|53|34|74|55|53|59|62|68|60|63|45|60|57|12|10|13|6|7|
209361|66|50|63|58|49|50|64|47|55|55|62|67|54|55|58|66|73|72|78|51|77|57|57|56|50|53|56|62|63|13|9|7|9|12|Solid Player,Dives Into Tackles (AI),Leadership
255953|12|8|9|21|6|11|14|12|23|19|32|24|28|50|37|46|47|21|43|11|22|8|5|25|15|24|6|14|11|66|67|61|62|60|
228562|17|12|20|31|11|19|13|17|25|20|46|40|39|57|57|48|56|44|79|17|20|19|18|11|23|31|19|11|22|67|60|64|60|64|
239826|57|62|34|56|54|65|46|39|49|61|90|89|75|50|68|51|58|62|61|47|34|25|55|52|47|47|23|28|24|15|9|12|14|10|Speed Dribbler (AI)
262098|63|55|50|61|44|54|48|28|58|63|75|74|67|54|63|60|63|76|67|51|60|52|63|57|41|57|51|60|60|10|14|8|14|12|
198611|52|62|67|53|64|57|62|50|51|62|54|53|61|70|63|66|72|63|75|57|78|52|66|62|67|65|35|48|43|11|16|9|13|6|Finesse Shot
160211|49|68|39|68|65|61|68|45|53|65|67|72|73|73|73|63|68|70|67|65|68|66|57|59|66|70|36|53|35|8|14|13|6|10|
257235|13|9|14|23|8|13|15|12|21|18|49|48|51|58|48|47|59|34|64|7|23|9|7|28|13|27|6|13|11|63|62|62|61|63|Cautious With Crosses
193235|53|39|63|60|42|47|48|50|54|58|42|55|48|61|54|53|60|70|75|51|69|63|39|55|64|65|63|66|60|14|16|15|11|8|Injury Prone,Team Player
201172|63|64|68|63|50|63|60|55|57|60|62|66|66|63|71|65|70|65|68|53|60|56|63|61|55|63|54|57|51|14|15|15|8|10|
208852|59|59|51|61|50|65|60|55|55|62|69|68|80|60|75|69|70|75|66|63|62|54|59|60|60|60|52|55|50|16|16|9|12|12|Long Shot Taker (AI),Team Player,Technical Dribbler (AI)
247508|42|62|62|60|57|60|47|48|49|61|73|76|75|62|66|63|72|45|64|60|44|21|60|60|66|55|18|16|20|7|13|7|10|13|Injury Prone
247764|63|45|50|60|34|61|54|35|47|63|68|55|76|58|85|39|69|64|53|42|62|58|58|52|35|61|63|64|62|6|11|9|13|9|
269269|11|9|11|23|9|14|10|11|28|16|19|18|31|62|39|43|45|17|60|8|26|13|6|22|11|36|9|10|13|62|62|57|63|63|
270037|46|58|43|64|53|65|56|49|60|66|75|78|68|49|72|57|55|62|49|48|42|18|64|67|48|63|32|42|49|9|6|11|9|10|
239573|10|8|11|19|5|11|12|10|27|14|21|15|24|47|47|47|63|28|53|7|19|8|6|53|10|55|14|10|13|67|64|62|61|66|
255445|38|32|60|58|34|49|51|30|58|56|66|71|67|60|50|53|64|59|69|32|59|63|36|37|31|56|63|64|62|7|10|6|13|6|
257237|12|9|12|45|9|11|14|12|41|28|62|61|68|57|48|44|60|26|56|6|13|8|8|53|10|42|6|14|14|63|60|59|62|64|Cautious With Crosses
258773|61|63|50|56|50|68|57|40|47|62|81|82|76|44|68|65|67|63|54|55|64|27|63|52|52|58|22|30|32|9|15|6|12|13|Flair,Long Shot Taker (AI),Speed Dribbler (AI)
222166|55|31|63|63|34|51|52|48|56|59|33|34|34|63|56|64|62|68|83|34|66|59|49|43|50|56|61|62|57|7|14|12|15|13|
223958|59|15|58|59|28|55|68|69|57|58|67|69|69|60|67|32|68|57|57|49|55|64|34|28|39|57|60|64|60|8|7|10|11|10|
242134|54|46|47|65|47|61|56|40|63|64|63|59|67|60|64|55|49|73|65|46|46|64|62|64|48|60|60|63|59|12|11|9|12|9|
247254|53|44|63|66|47|61|43|40|64|62|64|63|60|65|73|67|75|70|49|49|62|59|63|64|45|49|47|58|59|10|11|12|12|7|
256982|58|39|46|60|26|59|52|35|57|62|73|69|82|59|83|45|34|70|56|32|49|57|53|50|33|50|58|59|54|12|13|14|14|13|
265431|61|57|42|67|58|59|67|55|66|63|75|73|74|60|76|74|56|67|60|69|55|49|61|67|50|60|43|50|45|6|9|9|10|7|Finesse Shot,Long Passer (AI),Long Shot Taker (AI),Playmaker (AI)
268759|36|65|55|50|61|64|56|42|39|65|65|61|50|57|56|68|57|51|83|60|46|23|61|44|60|53|18|19|12|10|7|11|7|14|
